side,cut,n_covered,coverage,achieved
resistant,0.8289597655229127,13,0.03051643192488263,0.9230769230769231
resistant,0.8394838626436849,12,0.028169014084507043,1.0
resistant,0.841631524585616,11,0.025821596244131457,1.0
resistant,0.8478624237664649,10,0.023474178403755867,1.0
resistant,0.8504562782830708,9,0.02112676056338028,1.0
resistant,0.8521266247822314,8,0.018779342723004695,1.0
resistant,0.8675075717383932,7,0.01643192488262911,1.0
resistant,0.8947111946703378,6,0.014084507042253521,1.0
resistant,0.9195289630276116,5,0.011737089201877934,1.0
resistant,0.9503558913753052,4,0.009389671361502348,1.0
resistant,0.9730907763325081,3,0.007042253521126761,1.0
resistant,0.9769493599956981,2,0.004694835680751174,1.0
resistant,0.9797160347378714,1,0.002347417840375587,1.0
